id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
423,2,14.1,0.0,4.5,42.0,2000.0,0.037000000000000005,21.0,12.0,40.0
425,14,26.4,0.0,3.5,32.0,1911.0,0.067,29.0,18.0,229.0
427,6,13.4,0.0,1.9,78.0,815.0,0.02,53.0,26.0,36.0
430,20,25.7,0.0,2.7,54.0,1978.0,0.025,48.0,31.0,252.0
432,19,24.1,0.0,4.2,34.0,2000.0,0.051,36.0,16.0,278.0
433,0,14.5,0.0,2.2,67.0,1661.0,0.033,47.0,18.0,62.0
434,14,20.0,0.0,1.9,44.0,930.0,0.034,124.0,39.0,156.0
436,15,25.6,0.0,2.1,30.0,1894.0,0.066,44.0,25.0,114.0
437,20,19.3,0.0,2.4,36.0,935.0,0.046,176.0,39.0,123.0
438,20,16.9,0.0,3.5,64.0,754.0,0.03,68.0,53.0,124.0
440,22,10.1,0.0,1.7,86.0,459.0,0.006,40.0,40.0,112.0
442,21,18.0,0.0,2.7,51.0,1967.0,0.055999999999999994,54.0,33.0,178.0
443,23,19.1,0.0,2.2,44.0,2000.0,0.042,27.0,20.0,152.0
444,7,4.4,0.0,0.6,71.0,633.0,0.033,76.0,71.0,76.0
445,8,14.7,0.0,1.6,70.0,1577.0,0.026000000000000002,28.0,16.0,56.0
446,0,17.7,0.0,1.1,36.0,1111.0,0.027000000000000003,155.0,35.0,78.0
448,19,21.7,0.0,3.8,19.0,2000.0,0.064,37.0,20.0,191.0
453,9,15.1,0.0,4.2,63.0,1849.0,0.027999999999999997,39.0,21.0,118.0
455,22,13.9,0.0,1.8,25.0,2000.0,0.035,41.0,18.0,157.0
456,16,29.0,0.0,4.1,41.0,1207.0,0.106,72.0,49.0,126.0
457,3,16.5,0.0,1.1,43.0,1068.0,0.01,162.0,39.0,32.0
459,18,22.0,0.0,3.3,11.0,2000.0,0.053,17.0,13.0,336.0
460,8,8.1,0.0,0.4,70.0,1378.0,0.006999999999999999,52.0,25.0,194.0
461,17,28.8,0.0,2.9,40.0,1354.0,0.09300000000000001,66.0,43.0,176.0
462,12,25.0,0.0,1.9,54.0,699.0,0.055999999999999994,66.0,41.0,113.0
464,9,19.8,0.0,0.6,57.0,1721.0,0.008,40.0,29.0,138.0
465,10,11.9,1.0,2.4,54.0,935.0,0.005,73.0,61.0,30.0
466,10,20.7,0.0,4.1,43.0,1480.0,0.044000000000000004,32.0,21.0,109.0
468,13,19.4,0.0,4.9,55.0,1449.0,0.055,53.0,28.0,108.0
469,10,23.3,0.0,1.4,33.0,1994.0,0.009000000000000001,32.0,20.0,118.0
472,11,24.0,0.0,2.2,42.0,1966.0,0.038,44.0,26.0,121.0
473,11,23.4,0.0,1.8,58.0,690.0,0.057,64.0,40.0,95.0
475,19,15.3,0.0,3.3,40.0,2000.0,0.045,59.0,26.0,188.0
476,19,10.8,1.0,3.9,92.0,250.0,0.032,34.0,28.0,1.0
477,14,26.8,0.0,4.2,28.0,1514.0,0.086,60.0,36.0,102.0
479,19,21.2,0.0,1.9,47.0,1881.0,0.040999999999999995,42.0,25.0,296.0
480,8,14.5,1.0,1.9,94.0,128.0,0.013000000000000001,60.0,34.0,165.0
481,22,14.0,0.0,2.7,30.0,2000.0,0.049,26.0,15.0,100.0
482,21,14.6,0.0,3.8,29.0,2000.0,0.044000000000000004,43.0,19.0,163.0
487,5,9.1,0.0,1.2,83.0,495.0,0.013999999999999999,81.0,39.0,8.0
488,2,18.2,0.0,2.1,64.0,2000.0,0.003,33.0,23.0,40.0
489,10,15.1,0.0,7.3,37.0,1992.0,0.04,45.0,19.0,66.0
490,23,15.2,0.0,1.4,58.0,2000.0,0.040999999999999995,31.0,16.0,122.0
492,7,13.7,0.0,0.3,71.0,508.0,0.062,81.0,50.0,19.0
496,5,4.0,0.0,0.3,78.0,1521.0,0.021,28.0,28.0,8.0
498,8,19.2,0.0,1.6,56.0,2000.0,0.008,31.0,19.0,267.0
500,23,11.7,0.0,2.9,65.0,1446.0,0.040999999999999995,50.0,21.0,114.0
501,0,10.0,0.0,0.5,50.0,830.0,0.026000000000000002,82.0,70.0,46.0
502,9,15.0,0.0,2.9,59.0,1921.0,0.018000000000000002,58.0,17.0,113.0
503,15,13.4,1.0,3.7,62.0,969.0,0.043,43.0,35.0,2.0
505,13,16.8,0.0,7.5,43.0,2000.0,0.053,55.0,17.0,3.0
506,0,15.3,0.0,1.2,87.0,391.0,0.015,75.0,35.0,91.0
507,17,19.5,0.0,2.6,54.0,579.0,0.059000000000000004,66.0,51.0,195.0
508,12,13.1,0.0,3.1,48.0,1012.0,0.016,70.0,57.0,22.0
509,18,19.8,0.0,5.3,21.0,2000.0,0.07200000000000001,38.0,22.0,266.0
510,23,11.1,0.0,2.9,55.0,2000.0,0.033,47.0,21.0,85.0
512,21,15.5,0.0,3.4,45.0,2000.0,0.054000000000000006,45.0,21.0,163.0
513,14,13.2,1.0,4.7,81.0,604.0,0.053,52.0,19.0,27.0
514,4,16.0,0.0,0.1,52.0,1162.0,0.040999999999999995,68.0,41.0,15.0
516,18,22.6,0.0,5.4,18.0,2000.0,0.066,39.0,21.0,252.0
517,13,10.3,0.0,1.4,89.0,599.0,0.022000000000000002,27.0,26.0,55.0
519,21,13.3,0.0,3.1,48.0,1880.0,0.052000000000000005,54.0,26.0,162.0
520,7,10.0,0.0,0.5,51.0,1948.0,0.027999999999999997,84.0,25.0,72.0
522,19,28.7,0.0,3.3,8.0,2000.0,0.052000000000000005,22.0,10.0,317.0
523,10,21.5,0.0,1.1,65.0,1302.0,0.02,27.0,18.0,87.0
524,8,9.0,0.0,2.5,17.0,2000.0,0.018000000000000002,41.0,13.0,197.0
526,12,21.8,0.0,3.6,47.0,1903.0,0.055999999999999994,34.0,21.0,147.0
527,9,13.4,0.0,2.6,21.0,986.0,0.027000000000000003,212.0,20.0,59.0
530,2,17.2,0.0,0.4,44.0,1048.0,0.022000000000000002,162.0,39.0,38.0
531,15,21.2,0.0,3.7,12.0,2000.0,0.047,23.0,12.0,133.0
533,8,14.8,0.0,1.1,52.0,2000.0,0.015,37.0,22.0,224.0
535,2,13.2,0.0,2.4,29.0,1271.0,0.033,60.0,51.0,26.0
536,12,19.7,0.0,3.5,45.0,1307.0,0.053,124.0,21.0,80.0
537,18,18.3,0.0,4.3,43.0,1304.0,0.055999999999999994,76.0,30.0,299.0
538,21,21.4,0.0,3.7,49.0,1790.0,0.027000000000000003,54.0,30.0,207.0
539,0,17.2,0.0,1.8,35.0,2000.0,0.043,24.0,19.0,137.0
541,13,26.3,0.0,2.0,42.0,1502.0,0.037000000000000005,53.0,33.0,114.0
542,14,14.6,0.0,6.7,14.0,2000.0,0.048,59.0,11.0,93.0
543,23,16.6,0.0,2.1,71.0,465.0,0.066,92.0,53.0,112.0
546,18,20.9,0.0,4.2,51.0,686.0,0.031,59.0,50.0,275.0
548,17,28.1,0.0,2.0,19.0,1665.0,0.08800000000000001,65.0,35.0,248.0
550,20,17.4,0.0,3.5,30.0,1815.0,0.055999999999999994,72.0,41.0,135.0
551,2,8.4,0.0,2.0,68.0,1923.0,0.033,55.0,18.0,21.0
552,14,17.2,0.0,3.5,28.0,1970.0,0.048,64.0,18.0,131.0
553,15,29.6,0.0,2.5,22.0,859.0,0.099,74.0,38.0,227.0
554,3,11.6,1.0,0.0,90.0,284.0,0.01,68.0,57.0,5.0
555,15,23.3,0.0,3.4,58.0,1818.0,0.036000000000000004,32.0,22.0,110.0
556,22,14.3,0.0,1.7,35.0,921.0,0.047,83.0,72.0,104.0
557,8,10.7,0.0,2.0,45.0,1881.0,0.024,45.0,24.0,212.0
558,14,14.2,0.0,3.1,27.0,1564.0,0.053,49.0,46.0,186.0
559,0,15.4,0.0,2.4,41.0,2000.0,0.035,26.0,11.0,80.0
560,12,17.3,0.0,7.7,37.0,1999.0,0.051,60.0,12.0,21.0
561,4,14.0,0.0,1.6,43.0,1999.0,0.006999999999999999,55.0,40.0,6.0
562,23,17.3,0.0,2.9,37.0,1325.0,0.063,63.0,35.0,102.0
565,8,11.4,0.0,2.1,82.0,440.0,0.027000000000000003,74.0,42.0,43.0
566,23,13.4,0.0,2.1,31.0,2000.0,0.043,26.0,16.0,88.0
568,7,12.8,0.0,1.4,84.0,235.0,0.031,114.0,67.0,39.0
569,4,11.9,0.0,2.8,85.0,742.0,0.045,57.0,22.0,27.0
571,5,5.0,0.0,0.3,59.0,1022.0,0.04,70.0,64.0,12.0
573,4,10.6,0.0,1.8,80.0,512.0,0.019,53.0,45.0,8.0
574,9,9.8,0.0,3.3,58.0,1263.0,0.01,107.0,21.0,124.0
575,16,18.4,1.0,8.0,77.0,1006.0,0.06,61.0,27.0,46.0
576,2,11.2,0.0,1.6,55.0,1583.0,0.024,62.0,31.0,43.0
579,15,19.7,0.0,3.4,61.0,1053.0,0.044000000000000004,48.0,29.0,113.0
580,9,15.3,0.0,1.5,43.0,1084.0,0.032,110.0,29.0,95.0
581,12,18.0,0.0,2.3,53.0,978.0,0.015,123.0,34.0,122.0
582,19,11.7,0.0,2.6,51.0,2000.0,0.043,29.0,25.0,77.0
583,13,27.3,0.0,2.7,26.0,836.0,0.055,77.0,40.0,189.0
584,17,19.9,1.0,0.9,56.0,1082.0,0.06,109.0,37.0,4.0
586,18,21.9,0.0,4.1,17.0,1987.0,0.055999999999999994,61.0,16.0,150.0
587,13,20.6,0.0,1.7,48.0,1813.0,0.035,40.0,18.0,107.0
591,16,19.0,0.0,3.2,22.0,1285.0,0.067,71.0,59.0,125.0
593,2,10.9,0.0,0.8,79.0,1918.0,0.018000000000000002,31.0,23.0,28.0
595,12,17.2,0.0,3.4,56.0,1478.0,0.035,34.0,24.0,19.0
597,4,7.5,0.0,0.4,79.0,1636.0,0.032,56.0,21.0,6.0
600,3,5.7,0.0,0.8,74.0,2000.0,0.032,12.0,13.0,21.0
601,19,15.9,0.0,3.5,47.0,1626.0,0.043,79.0,25.0,205.0
602,8,19.0,0.0,1.4,75.0,537.0,0.049,55.0,33.0,222.0
603,4,15.6,0.0,2.1,65.0,636.0,0.081,83.0,48.0,27.0
604,16,24.2,0.0,3.4,33.0,1633.0,0.075,77.0,42.0,296.0
612,5,11.9,0.0,0.6,41.0,879.0,0.032,66.0,60.0,10.0
613,17,19.6,0.0,4.2,36.0,1231.0,0.059000000000000004,77.0,29.0,205.0
619,15,20.0,0.0,4.0,39.0,2000.0,0.055,22.0,17.0,281.0
620,19,26.5,0.0,4.4,31.0,1973.0,0.071,45.0,28.0,324.0
621,6,13.5,0.0,0.5,49.0,2000.0,0.051,29.0,18.0,37.0
622,5,10.2,0.0,0.7,75.0,726.0,0.03,68.0,31.0,12.0
623,7,14.8,0.0,1.3,55.0,1305.0,0.017,65.0,42.0,65.0
625,11,22.0,0.0,2.0,39.0,1677.0,0.037000000000000005,46.0,28.0,88.0
626,19,16.8,0.0,6.2,41.0,1467.0,0.055999999999999994,108.0,20.0,111.0
627,5,10.9,0.0,3.8,10.0,2000.0,0.047,45.0,13.0,10.0
628,9,12.2,0.0,1.9,42.0,1946.0,0.01,41.0,26.0,106.0
630,8,13.5,0.0,0.8,78.0,972.0,0.024,36.0,19.0,189.0
632,15,18.8,0.0,3.8,41.0,1632.0,0.043,78.0,26.0,119.0
634,4,18.9,0.0,1.7,80.0,459.0,0.04,70.0,41.0,13.0
635,10,16.6,0.0,0.9,53.0,1145.0,0.011000000000000001,128.0,30.0,63.0
636,16,24.4,0.0,3.3,52.0,549.0,0.078,81.0,45.0,127.0
639,2,10.8,0.0,1.4,22.0,1998.0,0.038,64.0,19.0,24.0
640,6,14.0,0.0,0.4,71.0,533.0,0.069,82.0,50.0,9.0
641,7,17.8,0.0,1.2,58.0,2000.0,0.012,30.0,22.0,108.0
642,8,9.5,0.0,1.5,72.0,955.0,0.02,47.0,22.0,214.0
647,17,26.6,0.0,4.0,39.0,1081.0,0.091,84.0,48.0,287.0
649,16,20.5,0.0,4.2,36.0,2000.0,0.055,20.0,14.0,302.0
653,8,15.7,0.0,1.4,51.0,1157.0,0.01,66.0,41.0,169.0
655,10,21.6,0.0,1.4,40.0,1739.0,0.026000000000000002,45.0,28.0,95.0
658,9,18.0,0.0,1.8,44.0,1961.0,0.03,31.0,20.0,79.0
661,7,11.1,0.0,1.3,84.0,967.0,0.034,54.0,19.0,21.0
663,12,21.9,0.0,2.6,41.0,1618.0,0.04,46.0,25.0,113.0
664,3,8.9,0.0,1.4,62.0,1994.0,0.040999999999999995,46.0,18.0,23.0
666,12,13.8,0.0,2.8,42.0,516.0,0.031,104.0,89.0,82.0
668,21,13.1,0.0,2.7,60.0,1582.0,0.025,76.0,28.0,121.0
669,13,21.6,0.0,3.5,34.0,990.0,0.037000000000000005,78.0,40.0,184.0
670,22,12.5,0.0,4.0,76.0,525.0,0.013000000000000001,67.0,54.0,60.0
671,5,13.2,0.0,0.1,76.0,698.0,0.023,56.0,42.0,17.0
672,15,24.2,0.0,5.0,30.0,1937.0,0.067,48.0,25.0,140.0
673,5,15.7,0.0,1.0,62.0,1704.0,0.019,42.0,28.0,22.0
674,22,11.0,1.0,2.9,95.0,177.0,0.027999999999999997,29.0,29.0,2.0
676,11,16.9,0.0,5.5,35.0,1948.0,0.045,51.0,13.0,52.0
677,8,14.3,0.0,0.6,69.0,493.0,0.061,87.0,52.0,33.0
678,5,11.8,0.0,0.8,51.0,1694.0,0.055,102.0,30.0,26.0
679,16,20.0,0.0,4.9,24.0,1976.0,0.071,46.0,19.0,162.0
680,20,12.9,0.0,4.0,70.0,1355.0,0.053,54.0,27.0,85.0
683,13,19.4,0.0,2.5,16.0,2000.0,0.045,27.0,14.0,122.0
684,9,12.1,0.0,1.9,58.0,771.0,0.032,65.0,36.0,60.0
687,6,17.7,0.0,0.6,56.0,2000.0,0.013999999999999999,31.0,20.0,49.0
688,6,9.8,0.0,0.1,84.0,874.0,0.009000000000000001,35.0,27.0,32.0
690,12,21.4,0.0,3.0,46.0,565.0,0.064,213.0,57.0,104.0
691,0,17.9,0.0,0.7,87.0,582.0,0.004,32.0,25.0,30.0
692,18,29.3,0.0,2.6,32.0,1661.0,0.08199999999999999,45.0,32.0,380.0
693,15,21.6,0.0,3.4,21.0,2000.0,0.053,33.0,17.0,284.0
694,7,7.9,0.0,1.0,55.0,2000.0,0.027999999999999997,30.0,19.0,96.0
697,18,18.1,0.0,4.1,61.0,2000.0,0.039,27.0,16.0,339.0
698,15,22.5,0.0,2.9,37.0,848.0,0.048,145.0,45.0,97.0
699,23,20.5,0.0,1.6,54.0,1808.0,0.027999999999999997,56.0,31.0,137.0
700,16,27.5,0.0,2.9,38.0,1863.0,0.083,51.0,28.0,263.0
701,13,22.3,0.0,3.7,49.0,1819.0,0.057,38.0,22.0,118.0
702,6,10.4,0.0,1.7,50.0,1976.0,0.024,94.0,27.0,30.0
706,9,9.7,0.0,3.0,99.0,165.0,0.023,25.0,22.0,52.0
707,14,11.2,0.0,2.7,80.0,1013.0,0.03,25.0,25.0,75.0
708,14,18.5,0.0,3.5,33.0,1636.0,0.040999999999999995,68.0,25.0,121.0
709,8,16.5,0.0,0.6,62.0,1600.0,0.022000000000000002,37.0,28.0,51.0
710,13,19.0,0.0,1.9,28.0,697.0,0.045,87.0,78.0,88.0
712,16,19.7,0.0,5.4,38.0,1589.0,0.063,58.0,35.0,140.0
713,19,18.8,0.0,4.3,28.0,2000.0,0.051,40.0,19.0,211.0
716,11,22.9,0.0,2.1,31.0,1947.0,0.04,25.0,18.0,127.0
719,6,7.2,0.0,0.6,55.0,831.0,0.004,78.0,68.0,19.0
722,14,24.6,0.0,2.6,32.0,1867.0,0.052000000000000005,47.0,27.0,101.0
724,8,18.2,0.0,0.8,63.0,1987.0,0.005,36.0,25.0,215.0
725,5,12.2,0.0,3.0,76.0,407.0,0.033,67.0,40.0,11.0
729,0,13.8,0.0,3.2,69.0,518.0,0.042,79.0,46.0,46.0
732,8,10.5,0.0,0.6,35.0,1953.0,0.038,47.0,27.0,155.0
733,10,12.8,0.0,1.8,81.0,325.0,0.015,74.0,67.0,55.0
735,3,4.6,0.0,0.3,76.0,1951.0,0.03,27.0,25.0,11.0
736,18,26.4,0.0,4.4,50.0,1381.0,0.083,54.0,33.0,305.0
739,3,16.1,0.0,2.9,83.0,400.0,0.051,60.0,35.0,46.0
741,17,20.3,0.0,5.5,35.0,2000.0,0.053,60.0,16.0,276.0
742,23,12.1,0.0,3.5,76.0,450.0,0.006999999999999999,74.0,57.0,11.0
743,11,17.2,0.0,2.9,74.0,1307.0,0.028999999999999998,39.0,25.0,81.0
744,10,10.2,0.0,2.6,84.0,261.0,0.013000000000000001,72.0,62.0,55.0
747,11,24.0,0.0,1.5,48.0,1303.0,0.017,45.0,28.0,92.0
748,0,14.8,0.0,1.2,64.0,2000.0,0.042,28.0,16.0,78.0
750,11,17.1,0.0,5.3,40.0,1984.0,0.043,53.0,14.0,110.0
751,23,13.3,0.0,1.8,44.0,1650.0,0.043,67.0,34.0,100.0
754,6,14.9,0.0,0.9,51.0,1308.0,0.032,62.0,37.0,34.0
756,23,19.2,0.0,1.9,46.0,1877.0,0.006,64.0,38.0,101.0
757,11,18.4,0.0,0.9,57.0,1437.0,0.027000000000000003,39.0,21.0,78.0
759,15,21.3,0.0,1.3,36.0,1368.0,0.040999999999999995,30.0,27.0,146.0
760,14,21.0,0.0,2.1,71.0,575.0,0.039,74.0,43.0,88.0
761,18,10.6,0.0,3.3,83.0,1108.0,0.027000000000000003,31.0,29.0,177.0
762,7,14.6,1.0,0.9,94.0,108.0,0.019,58.0,29.0,37.0
763,5,16.6,0.0,1.6,73.0,1228.0,0.017,39.0,27.0,20.0
764,6,15.5,0.0,0.4,66.0,465.0,0.013000000000000001,119.0,75.0,28.0
767,7,13.7,0.0,2.5,77.0,772.0,0.023,47.0,26.0,78.0
771,18,25.9,0.0,4.5,31.0,2000.0,0.079,54.0,29.0,366.0
772,8,13.7,0.0,3.3,40.0,2000.0,0.032,17.0,9.0,215.0
773,21,21.3,0.0,0.8,47.0,715.0,0.092,100.0,56.0,229.0
776,2,15.4,0.0,1.3,76.0,1276.0,0.035,25.0,20.0,20.0
777,7,5.6,0.0,0.4,79.0,1992.0,0.006999999999999999,19.0,18.0,20.0
778,8,7.7,0.0,1.5,66.0,1695.0,0.01,76.0,19.0,184.0
779,23,11.7,0.0,1.9,67.0,1111.0,0.024,75.0,32.0,96.0
780,10,16.0,0.0,2.8,84.0,976.0,0.027999999999999997,46.0,31.0,95.0
783,21,13.6,0.0,2.9,67.0,540.0,0.061,87.0,59.0,136.0
785,18,24.8,0.0,2.5,48.0,671.0,0.077,75.0,48.0,316.0
786,13,19.0,0.0,3.2,49.0,2000.0,0.04,55.0,17.0,122.0
787,4,12.3,0.0,1.5,36.0,966.0,0.024,96.0,90.0,14.0
788,19,20.7,0.0,3.8,42.0,1993.0,0.057,50.0,27.0,197.0
789,11,16.8,0.0,1.3,61.0,682.0,0.042,69.0,40.0,109.0
790,0,11.7,0.0,1.3,76.0,733.0,0.031,68.0,29.0,79.0
791,12,26.1,0.0,2.4,36.0,1562.0,0.043,52.0,31.0,141.0
792,21,15.8,0.0,1.1,87.0,620.0,0.026000000000000002,54.0,27.0,75.0
793,20,22.7,0.0,4.0,36.0,2000.0,0.055,29.0,19.0,238.0
797,21,21.0,0.0,3.0,41.0,2000.0,0.046,33.0,22.0,232.0
799,20,20.1,0.0,2.5,52.0,2000.0,0.038,37.0,22.0,215.0
800,7,10.9,0.0,2.0,61.0,973.0,0.027999999999999997,61.0,38.0,85.0
801,9,19.2,0.0,1.6,50.0,789.0,0.027000000000000003,50.0,29.0,115.0
804,11,17.1,0.0,2.4,55.0,1982.0,0.035,55.0,12.0,98.0
808,6,8.9,0.0,1.4,53.0,2000.0,0.028999999999999998,28.0,19.0,36.0
811,7,13.9,0.0,0.7,54.0,2000.0,0.006,42.0,26.0,106.0
813,10,19.1,0.0,2.4,69.0,682.0,0.039,56.0,33.0,89.0
815,16,20.5,0.0,4.6,34.0,1962.0,0.053,61.0,14.0,337.0
816,10,19.1,0.0,2.0,54.0,1873.0,0.032,29.0,18.0,101.0
817,23,19.6,0.0,1.2,59.0,2000.0,0.019,28.0,22.0,131.0
820,5,16.2,0.0,1.0,63.0,1085.0,0.006,71.0,49.0,15.0
821,7,14.7,0.0,2.1,54.0,2000.0,0.024,31.0,23.0,18.0
822,18,27.1,0.0,2.8,26.0,2000.0,0.057,20.0,14.0,342.0
824,22,13.3,0.0,3.6,66.0,619.0,0.064,90.0,62.0,114.0
826,21,13.5,0.0,3.6,71.0,2000.0,0.039,33.0,27.0,141.0
827,3,13.2,0.0,2.2,71.0,496.0,0.034,66.0,41.0,23.0
828,14,26.8,0.0,2.7,30.0,1835.0,0.078,40.0,24.0,180.0
830,20,24.8,0.0,3.3,55.0,1442.0,0.069,62.0,37.0,290.0
831,8,10.0,1.0,3.5,99.0,106.0,0.028999999999999998,26.0,24.0,41.0
832,19,17.3,0.0,2.6,40.0,2000.0,0.049,19.0,15.0,137.0
833,4,12.3,0.0,0.7,49.0,1506.0,0.059000000000000004,103.0,28.0,7.0
